PatientID	bin_1	bin_2	bin_3	bin_4	bin_5	bin_6	bin_7	bin_8	
TCGA-DU-8168	0.035145	0.268847	0.265377	0.042356	0.065465	0.000000	0.085208	0.237601	
TCGA-QH-A6X9	0.133569	0.081150	0.121770	0.028378	0.060190	0.000243	0.198173	0.376526	
TCGA-DU-6394	0.224208	0.185760	0.242864	0.042410	0.122688	0.000000	0.122161	0.059909	
TCGA-S9-A6U1	0.685369	0.012426	0.073209	0.050960	0.116414	0.000294	0.037572	0.023756	
TCGA-DU-8166	0.000995	0.128733	0.083029	0.011778	0.024137	0.000000	0.153534	0.597794	
TCGA-FG-8185	0.430332	0.050889	0.116552	0.228855	0.119547	0.000050	0.041653	0.012122	
TCGA-S9-A7IX	0.464462	0.064499	0.126688	0.013672	0.179516	0.002379	0.134875	0.013910	
TCGA-DU-5847	0.132204	0.108213	0.139523	0.041673	0.111047	0.000000	0.426074	0.041267	
TCGA-DU-5852	0.041941	0.186004	0.276719	0.021997	0.061229	0.000000	0.211231	0.200879	
TCGA-QH-A6X5	0.010843	0.129813	0.099347	0.004436	0.022525	0.000958	0.190152	0.541926	
TCGA-TM-A7CF	0.026807	0.093824	0.213275	0.012117	0.059618	0.000000	0.507613	0.086747	
TCGA-S9-A6TV	0.241807	0.124189	0.175388	0.029004	0.092889	0.000000	0.218957	0.117766	
TCGA-DU-6400	0.154454	0.187380	0.436528	0.053067	0.092313	0.000000	0.045438	0.030819	
TCGA-S9-A6TS	0.618562	0.026645	0.150012	0.124915	0.078676	0.000007	0.000747	0.000437	
TCGA-FG-6690	0.017896	0.095731	0.174313	0.082008	0.030981	0.000033	0.296004	0.303033	
TCGA-HW-7489	0.137797	0.060142	0.202452	0.069826	0.079404	0.000622	0.341603	0.108154	
TCGA-DU-5874	0.060804	0.139854	0.334847	0.045068	0.054278	0.000000	0.129439	0.235711	
TCGA-CS-5396	0.479414	0.060728	0.186714	0.106456	0.125375	0.000265	0.024280	0.016768	
TCGA-DU-6399	0.020305	0.369203	0.445208	0.011733	0.049775	0.000000	0.036146	0.067631	
TCGA-CS-5390	0.533839	0.054234	0.214790	0.064021	0.104105	0.000188	0.016948	0.011875	
TCGA-HW-7487	0.173114	0.085157	0.137319	0.084151	0.081737	0.000101	0.193921	0.244501	
TCGA-EZ-7264	0.040398	0.164759	0.363567	0.028849	0.039374	0.000004	0.095454	0.267594	
TCGA-FG-8182	0.002285	0.061148	0.143371	0.003005	0.015488	0.000000	0.331006	0.443697	
TCGA-CS-6668	0.326918	0.078237	0.145619	0.129932	0.107038	0.000010	0.123354	0.088893	
TCGA-DU-8164	0.001468	0.084827	0.055104	0.013271	0.033209	0.000000	0.415999	0.396123	
TCGA-QH-A6CY	0.030205	0.078181	0.092001	0.017650	0.044612	0.000021	0.259977	0.477352	
TCGA-S9-A7IQ	0.626101	0.026456	0.116091	0.022467	0.086635	0.001158	0.021844	0.099248	
TCGA-QH-A6X8	0.003200	0.099859	0.015785	0.001600	0.026805	0.000224	0.209739	0.642788	
TCGA-S9-A6U5	0.246045	0.089404	0.190347	0.002803	0.117111	0.001652	0.251065	0.101573	
TCGA-DB-A4XD	0.005500	0.165189	0.264021	0.022265	0.038394	0.000000	0.208783	0.295848	
TCGA-S9-A6U9	0.039204	0.043555	0.099390	0.060258	0.054459	0.001048	0.489966	0.212120	
TCGA-HW-8321	0.001675	0.159003	0.083115	0.008755	0.028869	0.000003	0.168778	0.549803	
TCGA-CS-5394	0.506711	0.069374	0.155053	0.109593	0.134698	0.000006	0.015927	0.008639	
TCGA-FG-7636	0.034543	0.163239	0.280621	0.052948	0.052566	0.000044	0.096341	0.319698	
TCGA-HT-7607	0.808179	0.009345	0.066051	0.034857	0.079218	0.000023	0.001438	0.000890	
TCGA-CS-6290	0.602123	0.042792	0.104663	0.122582	0.102129	0.000067	0.017461	0.008183	
TCGA-S9-A7R8	0.137526	0.036404	0.051990	0.016422	0.081778	0.045690	0.550568	0.079622	
TCGA-FG-8191	0.018786	0.092651	0.174028	0.029633	0.044333	0.000037	0.196584	0.443947	
TCGA-DB-A4XC	0.025745	0.066666	0.559001	0.014025	0.029131	0.000000	0.215925	0.089506	
TCGA-S9-A6WO	0.598111	0.024632	0.160109	0.020158	0.101173	0.000045	0.090326	0.005446	
TCGA-HT-7875	0.406751	0.099535	0.289254	0.023784	0.145556	0.000000	0.023723	0.011397	
TCGA-S9-A6WH	0.119109	0.178511	0.162392	0.028053	0.091143	0.001901	0.146759	0.272132	
TCGA-S9-A6WD	0.477474	0.018962	0.080375	0.010141	0.073518	0.004534	0.307761	0.027234	
TCGA-DU-6405	0.127242	0.264168	0.328817	0.031172	0.118014	0.000000	0.088369	0.042218	
TCGA-FG-A4MT	0.289200	0.047460	0.234746	0.117896	0.070964	0.000764	0.110398	0.128571	
TCGA-HT-7873	0.589713	0.036810	0.066246	0.167208	0.135648	0.000000	0.002125	0.002250	
TCGA-FG-5962	0.054138	0.180040	0.251168	0.031000	0.059307	0.002515	0.233693	0.188140	
TCGA-DU-5853	0.015137	0.059578	0.077383	0.085912	0.037348	0.000000	0.505447	0.219195	
TCGA-CS-6188	0.030042	0.134506	0.115122	0.076496	0.078509	0.000496	0.338238	0.226591	
TCGA-FG-8186	0.520343	0.021882	0.056561	0.232638	0.141976	0.000295	0.007310	0.018995	
TCGA-HW-A5KM	0.039130	0.212971	0.382536	0.089166	0.074251	0.000013	0.083579	0.118353	
TCGA-DB-5274	0.173679	0.113159	0.120631	0.205548	0.116813	0.000003	0.082180	0.187986	
TCGA-FG-6691	0.005662	0.087334	0.268086	0.011052	0.016812	0.000123	0.245243	0.365688	
TCGA-DU-6402	0.048655	0.267003	0.345843	0.076666	0.084329	0.000000	0.092467	0.085035	
TCGA-HW-8320	0.016765	0.148616	0.278135	0.038670	0.039195	0.000061	0.233414	0.245144	
TCGA-DU-8158	0.131544	0.217903	0.250742	0.041175	0.106288	0.000000	0.169231	0.083117	
TCGA-S9-A7QZ	0.531316	0.059386	0.061191	0.073968	0.174854	0.000255	0.034919	0.064113	
TCGA-QH-A6CX	0.057516	0.117185	0.148831	0.011193	0.044707	0.000033	0.192968	0.427567	
TCGA-S9-A7J3	0.647295	0.029414	0.089654	0.020193	0.152433	0.000282	0.034328	0.026401	
TCGA-CS-4944	0.545770	0.034068	0.091966	0.128356	0.111016	0.001548	0.043881	0.043395	
TCGA-QH-A6XC	0.048897	0.103913	0.049841	0.011115	0.058629	0.000078	0.275275	0.452251	
TCGA-FG-8181	0.102814	0.085071	0.269508	0.085002	0.055104	0.000025	0.243537	0.158939	
TCGA-FG-7637	0.042739	0.057290	0.216809	0.019435	0.034142	0.000185	0.337526	0.291875	
TCGA-HW-7495	0.001633	0.061558	0.063392	0.012436	0.020552	0.000151	0.304450	0.535827	
TCGA-DU-8165	0.063919	0.099964	0.125976	0.123804	0.079950	0.000000	0.356519	0.149868	
TCGA-HT-A4DS	0.234144	0.110565	0.172857	0.107793	0.112708	0.000011	0.141443	0.120478	
TCGA-HW-A5KL	0.012924	0.177191	0.326096	0.052504	0.034357	0.000891	0.198513	0.197524	
TCGA-S9-A6TZ	0.403949	0.085951	0.294678	0.052769	0.092950	0.000352	0.060894	0.008458	
TCGA-DU-5854	0.024266	0.341445	0.176857	0.039697	0.081526	0.000000	0.164724	0.171486	
TCGA-DB-5280	0.620249	0.010561	0.025335	0.166882	0.073511	0.000026	0.074792	0.028645	
TCGA-DU-6409	0.172859	0.237312	0.266286	0.024439	0.124144	0.000065	0.125778	0.049116	
TCGA-S9-A7J1	0.276300	0.122883	0.146462	0.024345	0.130891	0.000103	0.124069	0.174948	
TCGA-DB-A4XH	0.048026	0.089923	0.236597	0.043037	0.047812	0.000000	0.207770	0.326834	
TCGA-HT-A4DV	0.485328	0.062438	0.278454	0.052657	0.098389	0.000004	0.016430	0.006300	
TCGA-DU-5870	0.009177	0.226022	0.213621	0.017347	0.041361	0.000000	0.255114	0.237358	
TCGA-TM-A7C4	0.281181	0.069649	0.364192	0.084397	0.088908	0.000000	0.071255	0.040417	
TCGA-HT-7877	0.778724	0.009153	0.080161	0.039425	0.074772	0.000005	0.015321	0.002439	
TCGA-IK-7675	0.548809	0.028060	0.118149	0.191713	0.072820	0.000000	0.035020	0.005428	
TCGA-S9-A6TY	0.049075	0.078442	0.075521	0.019966	0.051726	0.000588	0.366849	0.357833	
TCGA-CS-6669	0.437966	0.064147	0.138235	0.071701	0.116032	0.000071	0.061751	0.110098	
TCGA-QH-A6X3	0.010246	0.079878	0.130980	0.001614	0.021339	0.000042	0.211320	0.544581	
TCGA-QH-A6CW	0.028316	0.098556	0.303744	0.011213	0.031808	0.000016	0.121402	0.404945	
TCGA-CS-4942	0.548037	0.026542	0.312467	0.028058	0.067322	0.000000	0.013603	0.003971	
TCGA-CS-5397	0.698975	0.018400	0.047720	0.097907	0.126970	0.000043	0.006212	0.003772	
TCGA-FN-7833	0.056881	0.054534	0.150486	0.055907	0.052010	0.000003	0.412640	0.217540	
TCGA-DB-5281	0.163566	0.063509	0.212142	0.254735	0.082648	0.000122	0.166088	0.057190	
TCGA-S9-A6WE	0.053067	0.033280	0.272871	0.000324	0.022444	0.000237	0.506736	0.111041	
TCGA-DB-A4XB	0.257518	0.056845	0.156489	0.174969	0.098026	0.000153	0.177172	0.078827	
TCGA-DU-6404	0.089952	0.288948	0.327645	0.093098	0.101667	0.000000	0.034141	0.064549	
TCGA-FG-A4MX	0.224385	0.094199	0.242302	0.092077	0.075008	0.000129	0.124170	0.147729	
TCGA-FG-6689	0.015499	0.099448	0.180138	0.022539	0.035799	0.000097	0.328572	0.317908	
TCGA-QH-A6XA	0.032488	0.071122	0.211991	0.001171	0.024042	0.000025	0.203414	0.455748	
TCGA-FG-5965	0.005985	0.098158	0.099810	0.010759	0.026344	0.000207	0.296669	0.462067	
TCGA-DU-6410	0.098710	0.210003	0.212785	0.137356	0.097019	0.000000	0.043535	0.200593	
TCGA-FG-A6J3	0.188224	0.178383	0.369862	0.073739	0.113713	0.000012	0.041182	0.034885	
TCGA-S9-A6UA	0.009259	0.027778	0.138889	0.000000	0.027778	0.000000	0.689815	0.106481	
TCGA-FG-A4MY	0.046202	0.115933	0.311865	0.043942	0.044750	0.000000	0.114911	0.322397	
TCGA-S9-A7J0	0.158703	0.074892	0.055955	0.137990	0.120843	0.000231	0.349269	0.102118	
TCGA-DU-8162	0.001591	0.103340	0.016155	0.064470	0.062332	0.000000	0.258724	0.493389	
TCGA-QH-A6CZ	0.014779	0.096419	0.051535	0.005809	0.043468	0.000296	0.296524	0.491170	
TCGA-CS-6670	0.438826	0.057497	0.175891	0.128349	0.112579	0.001025	0.054211	0.031622	
TCGA-FG-A60J	0.175777	0.057234	0.324937	0.033841	0.056469	0.000011	0.129101	0.222629	
TCGA-FG-7641	0.285030	0.079541	0.274129	0.102499	0.108124	0.000007	0.114302	0.036368	
TCGA-DB-5270	0.249775	0.048008	0.097321	0.185382	0.106667	0.000078	0.207805	0.104963	
TCGA-DU-5850	0.031040	0.297871	0.265099	0.078663	0.064356	0.000000	0.088713	0.174257	
TCGA-DU-6403	0.066315	0.303729	0.402825	0.031542	0.079647	0.000000	0.053347	0.062595	
TCGA-DU-5871	0.039918	0.121123	0.222364	0.118682	0.054545	0.000000	0.179238	0.264130	
TCGA-HT-7880	0.434516	0.067872	0.319676	0.028226	0.115014	0.000000	0.026692	0.008002	
TCGA-HT-7884	0.702171	0.034665	0.071009	0.070169	0.119947	0.000000	0.000840	0.001199	
TCGA-DU-6392	0.058918	0.229360	0.293406	0.106672	0.073749	0.000000	0.102064	0.135831	
TCGA-DU-5848	0.006073	0.274636	0.227681	0.020619	0.040550	0.000000	0.079899	0.350542	
TCGA-DU-5846	0.040826	0.341921	0.107706	0.130794	0.138703	0.000000	0.153514	0.086537	
TCGA-CS-6666	0.426302	0.055178	0.150634	0.203024	0.109369	0.000012	0.038460	0.017019	
TCGA-DB-5277	0.042060	0.106287	0.097620	0.132640	0.076350	0.000422	0.315825	0.228796	
TCGA-S9-A7QX	0.753140	0.017022	0.082411	0.033239	0.102554	0.000483	0.007002	0.004149	
TCGA-DU-6542	0.174113	0.099502	0.189694	0.195033	0.080199	0.000000	0.142387	0.119072	
TCGA-DU-5849	0.016172	0.079134	0.070022	0.043032	0.051160	0.000039	0.281262	0.459178	
TCGA-TM-A7CA	0.489073	0.058340	0.263368	0.011939	0.082399	0.004489	0.058847	0.031543	
TCGA-S9-A7QY	0.617221	0.039527	0.084604	0.048179	0.159418	0.002741	0.008456	0.039854	
TCGA-HW-8322	0.004242	0.175979	0.092968	0.014142	0.035509	0.000065	0.156215	0.520880	
TCGA-S9-A6TW	0.717298	0.021558	0.067303	0.035379	0.106974	0.000278	0.024329	0.026882	
TCGA-S9-A6WI	0.386841	0.030920	0.133307	0.014515	0.088163	0.006196	0.311427	0.028632	
TCGA-HW-7490	0.096607	0.145359	0.153145	0.200860	0.115220	0.000034	0.116421	0.172355	
TCGA-FG-6692	0.022861	0.131197	0.187101	0.013210	0.045128	0.000655	0.462862	0.136987	
TCGA-DU-6398	0.103685	0.133517	0.312522	0.140595	0.067444	0.000000	0.148297	0.093939	
TCGA-DB-A4XF	0.016310	0.127777	0.134139	0.106771	0.059108	0.000003	0.229216	0.326678	
TCGA-HW-7491	0.055871	0.085749	0.063855	0.024378	0.080702	0.000334	0.524047	0.165063	
TCGA-QH-A6X4	0.006153	0.130627	0.070975	0.002115	0.026097	0.000416	0.173360	0.590259	
TCGA-DB-5276	0.222786	0.043839	0.273754	0.119938	0.063315	0.000006	0.190668	0.085694	
TCGA-S9-A7R7	0.211685	0.123746	0.278915	0.037615	0.104077	0.000483	0.218323	0.025155	
TCGA-TM-A7C3	0.445011	0.070798	0.143307	0.108285	0.138931	0.000000	0.058210	0.035459	
TCGA-S9-A6U2	0.075662	0.118849	0.139719	0.016254	0.066533	0.000660	0.157629	0.424694	
TCGA-S9-A7R3	0.423840	0.039054	0.297142	0.042099	0.069419	0.003157	0.086748	0.038542	
TCGA-HW-7493	0.120869	0.197025	0.300564	0.080943	0.142521	0.001433	0.104801	0.051843	
TCGA-DB-5273	0.027430	0.104885	0.153976	0.049433	0.052859	0.000101	0.402200	0.209117	
TCGA-DB-A4XA	0.034192	0.094751	0.244318	0.027469	0.045558	0.000000	0.229930	0.323782	
TCGA-DB-A4XE	0.050052	0.113170	0.208089	0.076212	0.056392	0.000398	0.177592	0.318094	
TCGA-S9-A7IS	0.643853	0.028840	0.102063	0.081602	0.093966	0.000042	0.034152	0.015482	
TCGA-S9-A6UB	0.144129	0.043382	0.127770	0.006033	0.065911	0.054406	0.534701	0.023669	
TCGA-HT-7478	0.371266	0.074920	0.408419	0.032787	0.098667	0.000000	0.010571	0.003371	
TCGA-S9-A7IZ	0.370962	0.059194	0.132760	0.102801	0.108573	0.000180	0.135552	0.089977	
TCGA-CS-6186	0.383046	0.064588	0.112301	0.144554	0.120823	0.000165	0.038069	0.136454	
TCGA-HW-A5KJ	0.004547	0.106772	0.059740	0.022700	0.031329	0.000051	0.156390	0.618471	
TCGA-S9-A7R2	0.154845	0.127679	0.352394	0.003146	0.106561	0.000000	0.228504	0.026871	
TCGA-FG-7634	0.018225	0.071018	0.081804	0.058652	0.055141	0.000000	0.498719	0.216441	
TCGA-DB-5278	0.117055	0.075546	0.126608	0.089940	0.077250	0.000126	0.196799	0.316677	
TCGA-HT-7479	0.130898	0.118504	0.605566	0.013699	0.088497	0.000000	0.037617	0.005219	
TCGA-HW-A5KK	0.009602	0.162639	0.092094	0.031238	0.039481	0.000000	0.109205	0.555741	
TCGA-CS-5395	0.514033	0.042171	0.150715	0.095064	0.120629	0.000004	0.056729	0.020655	
TCGA-S9-A6WL	0.387900	0.058788	0.152990	0.039099	0.196770	0.003367	0.137987	0.023099	
TCGA-CS-6665	0.653509	0.024464	0.147725	0.067235	0.094010	0.000026	0.007712	0.005318	
TCGA-S9-A6U8	0.195460	0.169870	0.212314	0.047441	0.057637	0.001863	0.184978	0.130436	
TCGA-CS-5393	0.488809	0.040604	0.271664	0.083701	0.085661	0.000000	0.019935	0.009626	
TCGA-S9-A6U0	0.618448	0.037015	0.060363	0.050168	0.184706	0.000167	0.033642	0.015490	
TCGA-F6-A8O3	0.726277	0.016229	0.078123	0.040079	0.112262	0.000072	0.022522	0.004437	
TCGA-DB-A4X9	0.087120	0.062957	0.216476	0.074153	0.048341	0.000004	0.219202	0.291748	
TCGA-CS-4941	0.653229	0.017775	0.060571	0.131230	0.121782	0.000761	0.010769	0.003883	
TCGA-FG-A4MW	0.682339	0.018475	0.124693	0.079973	0.089634	0.000067	0.001703	0.003116	
TCGA-DU-6406	0.175602	0.240692	0.267097	0.073314	0.132235	0.000000	0.076769	0.034292	
TCGA-DU-5873	0.056088	0.046570	0.272406	0.027001	0.029610	0.000000	0.358198	0.210128	
TCGA-FG-A6IZ	0.130712	0.230970	0.175129	0.108550	0.149018	0.000000	0.038158	0.167462	
TCGA-FG-7638	0.022765	0.071947	0.156861	0.030122	0.032159	0.000000	0.256376	0.429771	
TCGA-DU-6396	0.047220	0.277271	0.374239	0.037730	0.077158	0.000000	0.088008	0.098374	
TCGA-DB-5279	0.055827	0.059594	0.249340	0.048289	0.040432	0.000895	0.229092	0.316532	
TCGA-S9-A7QW	0.612982	0.021103	0.236603	0.047897	0.054822	0.000013	0.022060	0.004520	
TCGA-DU-8163	0.003493	0.075364	0.095673	0.022824	0.024826	0.000000	0.428012	0.349807	
TCGA-DU-6393	0.118594	0.296179	0.257882	0.086493	0.129481	0.000000	0.041708	0.069663	
TCGA-S9-A6TX	0.445689	0.057934	0.093202	0.021163	0.108617	0.000432	0.158773	0.114189	
TCGA-S9-A7R4	0.506363	0.034435	0.183863	0.059564	0.075399	0.001174	0.073334	0.065870	
TCGA-DU-5851	0.060128	0.140733	0.388656	0.014932	0.053088	0.000000	0.257647	0.084816	
TCGA-DU-6407	0.015431	0.228465	0.382308	0.048830	0.037865	0.000000	0.103368	0.183732	
TCGA-FG-A4MU	0.439414	0.098648	0.167353	0.101334	0.150897	0.000000	0.029608	0.012747	
TCGA-FG-8187	0.172919	0.070864	0.245339	0.047879	0.058631	0.000011	0.284615	0.119742	
TCGA-S9-A7J2	0.254834	0.063153	0.162580	0.013001	0.096763	0.001147	0.283456	0.125065	
TCGA-DU-8167	0.006007	0.237770	0.217937	0.026142	0.082845	0.000000	0.139889	0.289411	
TCGA-TM-A7C5	0.228947	0.044209	0.095520	0.100503	0.097678	0.002015	0.327964	0.103165	
TCGA-DU-5872	0.106721	0.084997	0.183453	0.175238	0.071950	0.000000	0.163290	0.214353	
TCGA-DU-8161	0.202861	0.050403	0.145624	0.053419	0.063552	0.000000	0.359631	0.124511	
TCGA-FG-5964	0.006802	0.146564	0.143539	0.011890	0.033739	0.000050	0.287210	0.370205	
TCGA-S9-A6WP	0.522637	0.047283	0.057212	0.102011	0.131267	0.000357	0.036770	0.102463	
TCGA-DU-6408	0.049383	0.327773	0.340181	0.062972	0.103725	0.000000	0.043796	0.072170	
TCGA-DB-5275	0.257711	0.065209	0.223838	0.152051	0.080125	0.000006	0.167098	0.053961	
